Country,Postal Code,State,University,altfooter,audience,auto-migrated,city,code_repositories,country,currency,dates,displaytext,download_links,headerimage,lang,layout,leaders,leaders_list,level,license,maintenance,meeting-plaform,meeting-platform,meetup,meetup group,meetup-group,order,permalink,pitch,postal-code,pricing,project,project_classification,redirect_from,ref,region,repo,sidebar_type,site_side,social_facebook,social_linkedin,social_meetup,social_twitter,social_youtube,source_file,spnews,state,tabtext,tag,tags,title,type,url,video1,video2
,,,,,,,,,USA,,,,,,,col-sidebar,,"Peter Henggeler, Cat Schwan, Mason Coler-Dark",,,,,,,,owasp-boise,,,,,,,,,,North America,OWASP/www-chapter-boise,,,,,https://www.meetup.com/owasp-boise/,,https://www.youtube.com/channel/UCOyH_N3gexgZdEvWTXCegIw,"index.md, info.md, leaders.md",,,,,owasp-boise,OWASP Boise,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWASP/crAPI,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWASP/cloudsheep,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,event-2.0,,,,,,,,,,,,,,,,,,,,,OWASP/www-event-2021-20th-Anniversary,,,,,,,,index.md,,,,,,OWASP 20th Anniversary,,,,
,,,,,,,,,,,,,,,,event,,,,,,,,,,,,,,,,,,,,,OWASP/www-event-2021-Global-AppSecUSA,,,,,,,,index.md,,,,,,Global AppSec US 2021 Virtual,,,,
,,,,,,,,,Brazil,,,,,,,col-sidebar,,"Cleber Soares, Jacqueline Teixeira",1,,,,,,,owasp-belem,,,,,,,,,,South America,OWASP/www-chapter-belem,,,,,https://www.meetup.com/owasp-belem/,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Belem,,,,
,,,,,,,,,Lithuania,,,,,,,col-sidebar,,"Dominykas Seikis, Miroslav Lucinskij",0,,,,,,,owasp-vilnius,,,,LT-09307,,,,,,Europe,OWASP/www-chapter-vilnius,,,,,https://www.meetup.com/owasp-vilnius/,,,"index.md, info.md, leaders.md",,,,,Vilnius,OWASP Vilnius,,,,
,,,,,,,,,,,,,,,,col-sidebar,,,,,,,,,,owasp-warangal,,,,,,,,,,Asia,OWASP/www-chapter-warangal,,,,,https://www.meetup.com/owasp-warangal/,,,"index.md, info.md, leaders.md",,,,,,OWASP Warangal,,,,
,769008,,,,,,,,India,,,,,,,col-sidebar,,,0,,,,,,,nit-rourkela,,,,,,,,,,Asia,OWASP/www-chapter-national-institute-of-technology-rourkela,,,,https://www.linkedin.com/company/owasp-nit-rourkela,,,https://www.youtube.com/channel/UC5hhduxXVgrk-cudJlUxKTA,"index.md, info.md, leaders.md",,,,,nitrkl,OWASP National Institute of Technology Rourkela,documentation,,,
,,,,,,,,,,,,,,,,col-sidebar,,,,,,,,,,,,,,,,,,,,Europe,OWASP/www-chapter-bochum,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Bochum,,,,
,,,,,,,,https://github.com/OWASP/www-chapter-athens,Greece,,,,,,,col-sidebar,,"Salih Demir, Nabil Saied",,,,,,,,OWASP-Athens,,,,,,,,,,Europe,OWASP/www-chapter-athens,,,https://www.facebook.com/OWASPAthens,https://www.linkedin.com/company/owasp-athens/,https://www.meetup.com/owasp-athens-chapter/,https://twitter.com/owaspathens,,"index.md, info.md, leaders.md",,,,,security application-security Athens,OWASP Athens,,,,
,,,,,,,,,,,,,,,,col-sidebar,,,,,,,,,,,,,,,,,,,,,OWASP/www-board-eu,,,,,,,,index.md,,,,,eu board,OWASP Global Board EU Entity,,,,
,,,,,"Breaker, Builder, Defender",,,https://github.com/DenisPodgurskii/pentestkit,,,,,,,,col-sidebar,,Denis Podgurskii,2,,,,,,,,,,"PTK is a cross-browser extension that helps application security practitioners to get an insight into the app and do runtime scanning for SQL, XSS, OS Command injections, and more.",,,,Incubator,,,,OWASP/www-project-penetration-testing-kit,Tool,,,,,,,"index.md, info.md, leaders.md",,,,,Penetration Testing Kit,OWASP Penetration Testing Kit,code,,,
,,,,,"Breaker, Builder",,,,,,,,,,,col-sidebar,,"Michał Walkowski, Maciej Krakowiak",2,,,,,,,,,,"a Scalable, Open Source and Free Vulnerability Management Platform",,,,Incubator,,,,OWASP/www-project-vulnerability-management-center,Tool,,https://www.facebook.com/dsecure.me,,,https://twitter.com/DSecureMe,,"index.md, info.md, leaders.md",,,,,"vulnerability-management, vmc",OWASP Vulnerability Management Center,,,,
,,,,,"Breaker, Builder",,,,,,,,#,,,col-sidebar,,Marta Ziolkowska-Liwinska,2,,,,,,,,,,"A very brief, one-line description of your project",,,,Incubator,,,,OWASP/www-project-appsec-minimum-requirements,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP AppSec Minimum Requirements,,,,
,,,,,"Builder, Defender",,,,,,,,https://github.com/OWASP/security-culture/releases/latest,,,col-sidebar,,Nick Miller,2,CC BY-SA,,,,,,,,,A guide for establishing a security culture when building an application security program,,,,Incubator,,,,OWASP/www-project-security-culture,Documentation,,,,,,,"index.md, info.md, leaders.md",,,,,securityculture,OWASP Security Culture,documentation,,,
,,,,,,,,,,,,,,,,col-sidebar,,,,,,,,,,,,,,,,,,,,,OWASP/www-board-au,,,,,,,,index.md,,,,,au board,OWASP Global Board AU Entity,,,,
,,,,,"Breaker, Builder",,,https://github.com/OWASP/www-project-developer-outreach-program,,,,,#,,,col-sidebar,,"Vandana Verma, Sachin Verma",2,,,,,,,,,,Developer Outreach Program by OWASP,,,,Incubator,,,,OWASP/www-project-developer-outreach-program,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP AppSec Days Developer Outreach Program,,,,
,,,,,,,,,,,,,,,,event,,,,,,,,,,,,,,,,,,,,,OWASP/www-event-2021-appsecdays-dev-sec-summit,,,,,,,,index.md,,,,,,AppSecDays Developer Security Summit,,,,
,,,,,,,,,,,,,,,ES,event,,,,,,,,,,,,,,,,,,,index,,OWASP/www-event-2021-latam-at-home,,,,,,,,index.md,,,Inicio,,LatamAtHome2021,OWASP LATAM at Home 2021,,,,
,,,,,Breaker,,,https://github.com/SasanLabs/VulnerableApp-facade,,,,,https://github.com/SasanLabs/VulnerableApp-facade/releases,,,col-sidebar,,Karan Preet Singh Sasan,2,,,,,,,,,,As Vulnerabilities are highly dependent on technologies and covering all the technology under on Vulnerable Application is impossible hence VulnerableApp-facade is built to solve this problem by building a distributed farm of Vulnerable Applications such that they can be built agnostic to tech stacks.,,,,Incubator,,,,OWASP/www-project-vulnerableapp-facade,Tool,,,,,,,"index.md, info.md, leaders.md",,,,,VulnerableApp-Facade,OWASP VulnerableApp-Facade,code,,,
,,,,,,,,,,,,,,,,col-sidebar,,Ovidiu Cical,2,,,,,,,,,,"Best practices guide for securing data, whether at rest or in motion. The guide provides information about the most major security risks for storing and moving sensitive and PII information, the challenges involved, and how to overcome them.",,,,Incubator,,,,OWASP/www-project-data-security-top-10,,,,,,,,"index.md, info.md, leaders.md",,,,,cloud data datasecurity security top10 data-security cloud-data cloud-data-security roadmap news acknowledgments,OWASP Data Security Top 10,documentation,,,
,,,,True,"Breaker, Builder, Defender",,,https://github.com/OWASP/www-project-ignita,,,,,,,,col-sidebar,,"Azzeddine Ramrami, Azhar Aahmad",0,,,,,,,,,,standalone analyser to detect vulnerabilities where the OWASP iGNITA Scanner,,,,Incubator,,,,OWASP/www-project-ignita,,,,,,,,"index.md, info.md, leaders.md",,,,,ignita,OWASP iGNITA,project,,,
,,,,,"Builder, Defender",,,,,,,,,,,col-sidebar,,"Patrick Dwyer, Steve Springett, Jeffry Hesse, Jan Kowalleck, Matt Rutkowski",4,Apache 2.0,,,,,,,,,OWASP CycloneDX is a full-stack Bill of Materials (BOM) standard that provides advanced supply chain capabilities for cyber risk reduction.,,,,Flagship,,,,OWASP/www-project-cyclonedx,,,,,,https://twitter.com/CycloneDX_Spec,,"index.md, info.md, leaders.md",,,,,cyclonedx bom sbom  scrm cscrm transparency supply-chain,OWASP CycloneDX (ECMA-424),standards,,,
,,,,,,,,,,,,,,,,col-sidebar,,"Martin Marsicano, John Vargas, Mario Robles, Raphael Hagi, Ricardo Supo",,,,,,,,,,,The OWASP LATAM events are a series of events organized by the OWASP Latin American chapters,,,,,,,,OWASP/www-revent-latam,,,https://www.facebook.com/owasp.latam/,https://www.linkedin.com/company/owasplatam/,,https://twitter.com/owasplatam,https://www.youtube.com/channel/UCEXEarSUAfgcll1uzxcNGUA,"index.md, info.md, leaders.md",,,,,LATAM,OWASP LATAM,,,,
,,,,,,,,,,,,,,,,col-sidebar,,David Quisenberry,,,,,,,,,,,"A very brief, one-line description of your event",,,,,,,,OWASP/www-revent-appsec-pacific-northwest-security-conference,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP AppSec Pacific Northwest Security Conference,,,,
,,,,,,,,,,,,,,,,col-sidebar,,"Katie Feucht, David Quisenberry",,,,,,,,,,,"A very brief, one-line description of your event",,,,,,,,OWASP/www-revent-portland-training-day,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Portland Training Day,,,,
,,,,,,,,,,,,,,,,col-sidebar,,"Tiana Chandler, Kyle Smith, Bankim Tejani",,,,,,,,,,,"LASCON (Lonestar Application Security Conference) is an annual conference held in Austin, TX.",,,,,,,,OWASP/www-revent-lascon,,,,,,,,"index.md, info.md, leaders.md",,,,,LASCON Austin,LASCON,,,,
,,,,,,,,,India,,,,,,,col-sidebar,,"Rhishinathvarma Marimuthu, Karthikeyan Ramasamy",,,,,,,,owasp-salem-chapter,,,,,,,,,,Asia,OWASP/www-chapter-salem,,,,https://www.linkedin.com/company/owasp-salem/,https://www.meetup.com/owasp-salem-india/,,,"index.md, info.md, leaders.md",,,,,OWASP Salem,OWASP Salem,,,,
,,,,,,,,,Brazil,,,,,,,col-sidebar,,,,,,,,,,owasp-sao-luis,,,,,,,,,,South America,OWASP/www-chapter-sao-luis,,,,,https://www.meetup.com/owasp-sao-luis/,,,"index.md, info.md, leaders.md",,,,,eventos-tag,OWASP Sao Luis,,,,
,,,,,,,,,,,,,,,,col-sidebar,,"Shaikha Alnoaimi, Roza Alharbi",,,,,,,,owasp-manama,,,,,,,,,,Asia,OWASP/www-chapter-manama,,,,,https://www.meetup.com/owasp-manama/,,,"index.md, info.md, leaders.md",,,,,manama,OWASP Manama,,,,
,,,,,,,,,,,,,,,,col-sidebar,,Vandana Verma,,,,,,,,,,,"A very brief, one-line description of your event",,,,,,,,OWASP/www-revent-appsec-days-developer-security-summit,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP AppSec Days Developer Security Summit,,,,
,,,,,,,,,India,,,,,,,col-sidebar,,,0,,,,,,,owasp-lucknow-group,,,,,,,,,,Asia,OWASP/www-chapter-lucknow,,,,https://www.linkedin.com/company/owasp-lucknow-chapter/,https://www.meetup.com/owasp-lucknow-group/,https://twitter.com/LucknowOwasp,,"index.md, info.md, leaders.md",,,,,sup,OWASP Lucknow,,,,
,781006,,,,,,,,India,,,,,,,col-sidebar,,"Pallab Jyoti Borah, Lakshya Jyoti Bora",,,,,,,,owasp-guwahati,,,,,,,,,,Asia,OWASP/www-chapter-guwahati,,,https://www.facebook.com/OWASP-Guwahati-104276475234433,,https://www.meetup.com/owasp-guwahati/,,,"index.md, info.md, leaders.md",,,,,owasp guwahati,OWASP Guwahati,,,,
,,,,,"Breaker, Builder",,,,,,,,#,,,col-sidebar,,Jayesh Patel,2,,,,,,,,,,"A very brief, one-line description of your project",,,,Incubator,,,,OWASP/www-project-application-security-hardening,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Application Security Hardening,,,,
,,,,,,,,,,,,,,,,col-sidebar,,,,,,,,,,OWASP-Ranchi-Chapter,,,,,,,,,,Asia,OWASP/www-chapter-ranchi-old,,,,,https://www.meetup.com/OWASP-Ranchi-Chapter/,,,"index.md, info.md, leaders.md",,,,,OWASP RANCHI,OWASP Ranchi,,,,
,,,,,,,,https://github.com/OWASP/www-project-port-and-service-information,,,,,,,,col-sidebar,,Dhruv Jain,2,,,,,,,,,,"Nmap Script to extend the functionality of scanning by providing more information about ports,services,exploits and fuzzing.",,,,,,,,OWASP/www-project-port-and-service-information,,,,https://www.linkedin.com/in/dhruv-jain-61578767/,,,,"index.md, info.md, leaders.md",,,,,"nmap script, scan sites,exploit detection, fuzzing, service enumeration",OWASP Port and Service Information,,,,
,,,,,,,,https://github.com/nebrass/owasp-barbarus-spring-boot-starter,,,,,,,,col-sidebar,,Nebrass Lamouchi,2,,,,,,,,,,OWASP Barbarus is a secure authentication layer for web applications using a smartphone client application (Android & iOS).,,,,Incubator,,,,OWASP/www-project-barbarus,Tool,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Barbarus,code,,,
,,,,,"Breaker, Builder",,,,,,,,,,,col-sidebar,,"Allan Kardec, Fernando Guisso",2,,,,,,,,,,Security development hands-on training for developers,,,,Incubator,,,,OWASP/www-project-code-the-flag,Documentation,,,,,,,"index.md, info.md, leaders.md",,,,,"ctf, devsec, dev, code, flag",OWASP Code the Flag,,,,
,,,,,,,,,India,,,,,,,col-sidebar,,,,,,,,,,owasp-dkte-societys-textile-and-engineering-institute/,,,,416115,,,,,,Asia,OWASP/www-chapter-dkte-soc-textile-and-engineering-institute,,,,,https://www.meetup.com/owasp-dkte-societys-textile-and-engineering-institute/,https://twitter.com/owaspdkte,,"index.md, info.md, leaders.md",,,,,DKTE,OWASP DKTE SOC Textile and Engineering Institute - Student Chapter,,,,
,,,,,,,,,India,inr,,,,,,col-sidebar,,"Manas Kumar Harsh, Alya Verma, Rahul Mishra",,,,,,,,owasp-patna-chapter,,,,800001,,,,,,Asia,OWASP/www-chapter-patna,,,,https://www.linkedin.com/company/owasp-patna-chapter,https://www.meetup.com/owasp-patna-chapter,,https://www.youtube.com/@owasp-patna-chapter,"index.md, info.md, leaders.md",,,,,patna,OWASP Patna,,,,
,,,,,,,,,,,,,,,,col-sidebar,,,,,,,,,,owasp-m.kumaraswamy-college-of-engineering,,,,,,,,,,Asia,OWASP/www-chapter-m.kumaraswamy-college-of-engineering,,,,,https://www.meetup.com/owasp-m-kumaraswamy-college-of-engineering/,,,"index.md, info.md, leaders.md",,,,,Karur M.Kumaraswamy College of Engineering,OWASP M.Kumaraswamy College of Engineering - Student Chapter,,,,
,,,,,,,,,Latvia,,,,,,,col-sidebar,,"Andrey Gubarev, Jurijs Rapoports, Vladislavs Kolosovs",,,,,,,,owasp-riga-chapter,,,,,,,,,,Europe,OWASP/www-chapter-riga,,,,https://www.linkedin.com/company/owasp-riga/,https://www.meetup.com/owasp-riga-chapter/,https://x.com/OWASPRiga,https://www.youtube.com/@OWASPRiga,"index.md, info.md, leaders.md",,,,,OWASP Riga Chapter Latvia,OWASP Riga,,,,
,,,,,,,,,Philippines,,,,,,,col-sidebar,,,,,,,,,,owasp-manila,,,,,,,,,,Asia,OWASP/www-chapter-manila,,,,,https://www.meetup.com/owasp-manila/,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Manila,,,,
,,,,,,,,,Armenia,,,,,,,col-sidebar,,"Vaagn Toukharian, Satenik Mnatsakanyan, Narek Jilavyan, Samvel Martirosyan, Samvel Harutyunyan",0,,,,,,,OWASP-Yerevan,,,,,,,,,,Asia,OWASP/www-chapter-yerevan,,,https://www.facebook.com/groups/688279971204810/,https://www.linkedin.com/company/owasp-yerevan-chapter,https://www.meetup.com/owasp-yerevan/,https://twitter.com/OWASPYerevan,,"index.md, info.md, leaders.md",,,,,Yerevan,OWASP Yerevan,,,,
,,,,,,,,https://github.com/OWASP/www-chapter-kowloon,Hong Kong,,,,,,,col-sidebar,,,0,,,,,,,owasp-kowloon,,,,,,,,,,Asia,OWASP/www-chapter-kowloon,,,,,https://www.meetup.com/owasp-kowloon/,,,"index.md, info.md, leaders.md",,,,,info,OWASP Kowloon,,,,
,,,,,,,,,,,,,,,,col-sidebar,,,,,,,,,,,,,,,,,,,,Asia,OWASP/www-chapter-bangued,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Bangued,,,,
,,,,,,,,,,,,,,,,col-sidebar,,,,,,,,,,owasp-srm-institute-science-and-tech,,,,,,,,,,Asia,OWASP/www-chapter-srm-institute-of-science-and-technology,,,,,https://www.meetup.com/owasp-srm-institute-science-and-tech/,,,"index.md, info.md, leaders.md",,,,,OWASP SRMIST KTR,OWASP SRM Institute of Science and Technology - Student Chapter,,,,
,,,,,,,,,India,,,,,,,col-sidebar,,,,,,,,,,owasp-babu-banarasi-das-nittm,,,,226028,,,,,,Asia,OWASP/www-chapter-babu-banarasi-das-nittm,,,,https://www.linkedin.com/company/owasp-bbdnitm/,https://www.meetup.com/owasp-babu-banarasi-das-nittm/,,,"index.md, info.md, leaders.md",,,,,Student Chapter,OWASP Babu Banarasi Das Institute of Technology and Management - Student Chapter,,,,
,,,,,,,,,India,,,,,,,col-sidebar,,"Vyshnav Nadukkandy, Amal Mohandas, Arjun Rajendrakumar, Sooraj Velluahouse",,,,,,,,owasp-kannur,,,,670001,,,,,,Asia,OWASP/www-chapter-kannur,,,https://www.facebook.com/owaspkannur,https://www.linkedin.com/company/owasp-kannur,https://www.meetup.com/owasp-kannur/,,https://www.youtube.com/channel/UC7f_G_Rrhyejigmm-7pwLcw/featured,"index.md, info.md, leaders.md",,,,,kannur,OWASP Kannur,,,,
,,,,,,,,,,,,,,,,col-sidebar,,"Kayla Underkoffler, Shauna Rathbun, Ziv Hagbi, Ory Segal",3,,,,,,,,,,"The primary goal of the ""OWASP Citizen Development Top 10"" document is to provide assistance and education for organizations looking to adopt a culture of security for their Citizen Development environments. The guide provides information about what the most prominent security risks are for such applications, the challenges involved, and how to overcome them.",,,,Lab,,,,OWASP/www-project-citizen-development-top10-security-risks,,,,,,,,"index.md, info.md, leaders.md",,,,,citzdev,OWASP Citizen Development Top 10,documentation,,,
,,,,,"Breaker, Builder",,,https://github.com/PrateekOWASP/G0rKing,,,,,,,,col-sidebar,,Prateek Bhattacharya,2,,,,,,,,,,A tool for quickly analyzing the common vulnerabilities in your domain with the help of Google Dorking.,,,,Incubator,,,,OWASP/www-project-g0rking,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP G0rKing,tool,,,
,,,,,"Breaker, Builder",,,,,,,,#,,,col-sidebar,,Mark Deen,2,,,,,,,,,,"A very brief, one-line description of your project",,,,Incubator,,,,OWASP/wwwgrep,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Design Patterns,,,,
,,,,,,,,,India,,,,,,,col-sidebar,,,,,,,,,,owasp-jamshedpur-chapter,,,,831001,,,,,,Asia,OWASP/www-chapter-jamshedpur,,,,,https://www.meetup.com/owasp-jamshedpur-chapter/,https://twitter.com/owaspjamshedpur,,"index.md, info.md, leaders.md",,,,,jamshedpur,OWASP Jamshedpur,,,,
,781014,Assam,Gauhati University,,,,,,India,,,,,,,col-sidebar,,"Nitin Choudhury, Satyajit Sarmah",,,,,,,,owasp-gauhati-university-student-chapter,,,,,,,,,,Asia,OWASP/www-chapter-gauhati-university,,,,https://www.linkedin.com/company/owasp-gauhati-university,https://www.meetup.com/owasp-gauhati-university-student-chapter/,,,"index.md, info.md, leaders.md",,,,,owasp-gauhati,OWASP Gauhati University - Student Chapter,,,,
,,,,,"Breaker, Builder",,,,,,,,#,,,col-sidebar,,Raushan Raj,2,,,,,,,,,,"A very brief, one-line description of your project",,,,Incubator,,,,OWASP/www-project-open-source-security-application-platform,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Open Source Security Applications Platform,,,,
,,,,,,,,,Indonesia,,,,,,,col-sidebar,,"Cahyo Darujati, Moh Noor A-Azam",,,,,,,,owasp-surabaya-chapter,,,,,,,,,,Asia,OWASP/www-chapter-surabaya,,,https://www.facebook.com/owaspsurabaya,,https://www.meetup.com/owasp-surabaya-chapter/,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Surabaya,,,,
,,,,,,,,,India,in,,,,,,col-sidebar,,,3,,,,,,,owasp-berhampore-chapter,,,,,,,,,,Asia,OWASP/www-chapter-berhampore,,True,https://www.facebook.com/groups/owaspbhp,https://www.linkedin.com/groups/13998122/,https://www.meetup.com/owasp-berhampore-chapter/,https://twitter.com/owasp_bhp,,"index.md, info.md, leaders.md",,,,,owasp-berhampore,OWASP Berhampore,,,,
,,,,,,,,,India,,,,,,,col-sidebar,,,,,,,,,,,,,,629175,,,,,,Asia,OWASP/www-chapter-kanyakumari,,,,,https://www.meetup.com/owasp-kanyakumari-chapter/,,,"index.md, info.md, leaders.md",,,,,OWASP Kanyakumari Chapter,OWASP Kanyakumari,,,,
,,,,,,,,,India,,,,,,,col-sidebar,,Seema B. Joshi,,,,,,,,,,,,,,,,,,Asia,OWASP/www-chapter-gujarat-technological-university,,,,,https://www.meetup.com/owasp-gujarat-technological-university-student-chapter/,,,"index.md, info.md, leaders.md",,,,,,OWASP Gujarat Technological University - Student Chapter,,,,
,,,,,,,,,India,,,,,,,col-sidebar,,,,,,,,,,owasp-lovely-professional-university-chapter-student,,,,,,,,,,Asia,OWASP/www-chapter-lovely-professional-university,,,,https://www.linkedin.com/company/owasp-lpu/,https://www.meetup.com/owasp-lovely-professional-university-chapter-student/,https://twitter.com/owasp_lpu,https://www.youtube.com/channel/UCg70aYUEoBV_pn-skdFcA-Q,"index.md, info.md, leaders.md",,,,,"OWASP-LPU Speakers, OWASP-LPU Upcoming Events, OWASP-LPU Past Events, OWASP-LPU Leaders",OWASP Lovely Professional University - Student Chapter,,,,
,,,,,,,,,,,,,,,,col-sidebar,,,6,,,,,,,owasp-makaut,,,,,,,,,,Asia,OWASP/www-chapter-maulana-abul-kalam-azad-university-of-technology,,,,https://www.linkedin.com/company/owasp-chapter-maulana-abul-kalam-azad-university-of-technology,https://www.meetup.com/owasp-makaut/,,,"index.md, info.md, leaders.md",,,,,OWASP MAKAUT,OWASP Maulana Abul Kalam Azad University of Technology,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWASP/www-project-it-grc,,,,,,,,,,,,,,,,,,
,,,,,,,,,USA,,,,,,,col-sidebar,,,,,,,,,,owasp-bellingham-chapter,,,,,,,,,,North America,OWASP/www-chapter-bellingham,,,,,https://www.meetup.com/owasp-bellingham-chapter/,,,"index.md, info.md, leaders.md",,,,,bellingham whatcom,OWASP Bellingham,,,,
,,,,,,,,,Brazil,,,,,,,col-sidebar,,"Jessé Neto, Pedro Filho, Anderson Philip, Marcos Tulio, Jansen Holanda",0,,,,,,,OWASP-Joao-Pessoa-Chapter,,,,,,,,,,South America,OWASP/www-chapter-joao-pessoa,,,,,https://www.meetup.com/owasp-joao-pessoa-chapter/,,https://www.youtube.com/@owaspjampa/,"index.md, info.md, leaders.md",,,,,chapter-jp,OWASP Joao Pessoa,,,,
,,,,,"Breaker, Builder",,,,,,,,,,,col-sidebar,,"Daniel Neagaru, Antti Pettinen",2,,,,,,,,,,A novel framework for manipulating the HTTP processes of persistent sessions,,,,Incubator,,,,OWASP/www-project-raider,Tool,,,,,https://twitter.com/raiderauth,,"index.md, info.md, leaders.md",,,,,authentication hylang python,OWASP Raider,tool,,,
,,,,,,,,,Pakistan,,,,,,,col-sidebar,,"Abdullah Ramzan, Muhammad Ali Tariq, Syed Asad Raza",,,,,,,,owasp-lahore-chapter,,,,,,,,,,Asia,OWASP/www-chapter-lahore,,,https://www.facebook.com/owasplahore/,,https://www.meetup.com/owasp-lahore-chapter/,,,"index.md, info.md, leaders.md",,,,,lahore,OWASP Lahore,,,,
,,,,,,,,,,,,,,,,col-sidebar,,,,,,,,,,,,,,,,,,,,Asia,OWASP/www-chapter-hanoi,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Hanoi,,,,
,,,,,,,,,India,,,,,,,col-sidebar,,,,,,,,,,OWASP Arunai Engineering College Chapter,,,,,,,,,,Asia,OWASP/www-chapter-arunai-engineering-college,,,,,https://www.meetup.com/owasp-arunai-engineering-college-chapter/,,,"index.md, info.md, leaders.md",,,,,arunai,OWASP Arunai Engineering College - Student Chapter,,,,
,,,,,"Breaker, Builder",,,,,,,,#,,,col-sidebar,,Mark Deen,2,,,,,,,,,,"A very brief, one-line description of your project",,,,Incubator,,,,OWASP/www-project-blend,,,,,,,,"index.md, info.md, leaders.md",,,,,example-tag,OWASP Blend,,,,
